title,Author,audio_url,Admiration,Amusement,Anger,Compassion,Contempt,Disappointment,Disgust,Fear,Guilt,Hate,Interest,Joy,Pleasure,Answer.Love,Contentment,Answer.Pride,Answer.Regret,Answer.Relief,Answer.Sadness,Answer.Shame,Approve,Reject
The Red Wheelbarrow,William Carlos Williams,https://media.poetryfoundation.org/uploads/media/default/0001/06/ad88602c8a9981e140d8940ba971bbd951560516.mp3,7,7,1,0,2,0,1,1,1,0,2,8,8,5,8,8,1,0,0,1,,
Elegy a Little,Donald Revell,https://media.poetryfoundation.org/uploads/media/default/0001/06/de2c0a652e6c83161e98ded4df88df153127c8bf.mp3,8,7,3,8,2,7,2,1,1,3,2,8,4,8,3,8,8,8,0,8,,
Elegy a Little,Donald Revell,https://media.poetryfoundation.org/uploads/media/default/0001/06/de2c0a652e6c83161e98ded4df88df153127c8bf.mp3,4,5,4,4,3,3,7,4,7,7,5,6,7,5,4,7,6,2,6,5,,
Elegy a Little,Donald Revell,https://media.poetryfoundation.org/uploads/media/default/0001/06/de2c0a652e6c83161e98ded4df88df153127c8bf.mp3,6,5,0,1,1,9,7,3,3,6,0,6,8,6,7,8,7,5,8,7,,
Sonnets from the Portuguese 43: How do I love thee? Let me count the ways,Elizabeth Barrett Browning,https://media.poetryfoundation.org/uploads/media/default/0001/07/aa088b6f00fc55eb7a074105dfe28290e12e9a78.mp3,7,6,7,4,6,4,7,6,5,5,7,8,5,5,4,7,3,2,,,,
Sonnets from the Portuguese 43: How do I love thee? Let me count the ways,Elizabeth Barrett Browning,https://media.poetryfoundation.org/uploads/media/default/0001/07/aa088b6f00fc55eb7a074105dfe28290e12e9a78.mp3,10,0,0,4,0,0,0,0,0,0,10,10,10,4,0,5,0,0,,,,
Sonnets from the Portuguese 43: How do I love thee? Let me count the ways,Elizabeth Barrett Browning,https://media.poetryfoundation.org/uploads/media/default/0001/07/aa088b6f00fc55eb7a074105dfe28290e12e9a78.mp3,10,6,1,9,1,1,1,1,1,1,6,8,9,3,5,6,2,2,,,,
Sonnets from the Portuguese 43: How do I love thee? Let me count the ways,Elizabeth Barrett Browning,https://media.poetryfoundation.org/uploads/media/default/0001/07/aa088b6f00fc55eb7a074105dfe28290e12e9a78.mp3,6,0,0,0,0,0,0,0,0,0,7,5,5,2,0,0,0,0,,,,
Sonnets from the Portuguese 43: How do I love thee? Let me count the ways,Elizabeth Barrett Browning,https://media.poetryfoundation.org/uploads/media/default/0001/07/aa088b6f00fc55eb7a074105dfe28290e12e9a78.mp3,7,0,0,6,0,0,0,0,0,0,7,5,7,2,0,4,0,0,,,,
Spider Crystal Ascension,Charles Wright,https://media.poetryfoundation.org/uploads/media/default/0001/06/cd08e923848fa56b4cffa92d05501f9b57232bff.mp3,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,,,,
Spider Crystal Ascension,Charles Wright,https://media.poetryfoundation.org/uploads/media/default/0001/06/cd08e923848fa56b4cffa92d05501f9b57232bff.mp3,4,5,4,3,4,6,5,5,5,3,4,4,3,5,7,4,7,6,,,,
Spider Crystal Ascension,Charles Wright,https://media.poetryfoundation.org/uploads/media/default/0001/06/cd08e923848fa56b4cffa92d05501f9b57232bff.mp3,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,,,
Spider Crystal Ascension,Charles Wright,https://media.poetryfoundation.org/uploads/media/default/0001/06/cd08e923848fa56b4cffa92d05501f9b57232bff.mp3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Spider Crystal Ascension,Charles Wright,https://media.poetryfoundation.org/uploads/media/default/0001/06/cd08e923848fa56b4cffa92d05501f9b57232bff.mp3,2,0,0,4,0,0,0,0,0,0,1,2,0,1,0,2,0,0,,,,
Facing It,Yusef Komunyakaa,https://media.poetryfoundation.org/uploads/media/default/0001/06/099ac0816e6c40502e2c3d4627953a18ea72a185.mp3,1,0,2,4,0,1,0,0,0,0,1,0,0,5,0,0,2,0,,,,
Facing It,Yusef Komunyakaa,https://media.poetryfoundation.org/uploads/media/default/0001/06/099ac0816e6c40502e2c3d4627953a18ea72a185.mp3,4,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,1,0,,,,
Facing It,Yusef Komunyakaa,https://media.poetryfoundation.org/uploads/media/default/0001/06/099ac0816e6c40502e2c3d4627953a18ea72a185.mp3,4,3,4,1,2,3,4,3,3,3,3,2,3,4,1,3,2,1,,,,
Facing It,Yusef Komunyakaa,https://media.poetryfoundation.org/uploads/media/default/0001/06/099ac0816e6c40502e2c3d4627953a18ea72a185.mp3,9,5,0,5,0,0,0,0,0,0,7,3,3,5,1,4,1,0,,,,
Facing It,Yusef Komunyakaa,https://media.poetryfoundation.org/uploads/media/default/0001/06/099ac0816e6c40502e2c3d4627953a18ea72a185.mp3,5,0,7,10,6,0,0,5,0,3,0,0,0,0,0,0,10,0,,,,
To His Coy Mistress,Andrew Marvell,https://media.poetryfoundation.org/uploads/media/default/0001/08/d5951d6cf05fcfbdf0dfab3b6830c8196a99e9fb.mp3,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,4,0,,,,
To His Coy Mistress,Andrew Marvell,https://media.poetryfoundation.org/uploads/media/default/0001/08/d5951d6cf05fcfbdf0dfab3b6830c8196a99e9fb.mp3,3,2,3,4,1,1,3,2,3,1,1,1,1,3,4,3,2,3,,,,
To His Coy Mistress,Andrew Marvell,https://media.poetryfoundation.org/uploads/media/default/0001/08/d5951d6cf05fcfbdf0dfab3b6830c8196a99e9fb.mp3,3,2,0,6,6,0,0,0,0,0,6,7,8,7,0,5,0,0,,,,
To His Coy Mistress,Andrew Marvell,https://media.poetryfoundation.org/uploads/media/default/0001/08/d5951d6cf05fcfbdf0dfab3b6830c8196a99e9fb.mp3,1,7,0,0,0,0,0,0,0,0,7,3,3,1,0,0,0,0,,,,
To His Coy Mistress,Andrew Marvell,https://media.poetryfoundation.org/uploads/media/default/0001/08/d5951d6cf05fcfbdf0dfab3b6830c8196a99e9fb.mp3,1,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,1,0,,,,
The Tyger,William Blake,https://media.poetryfoundation.org/uploads/media/default/0001/06/19ee9ad43e6ac607b457be07a6b5d3532853995b.mp3,6,0,0,0,0,0,0,0,0,0,7,2,4,2,0,0,0,0,,,,
The Tyger,William Blake,https://media.poetryfoundation.org/uploads/media/default/0001/06/19ee9ad43e6ac607b457be07a6b5d3532853995b.mp3,4,0,0,3,0,0,0,0,0,0,7,2,3,0,0,5,0,0,,,,
The Tyger,William Blake,https://media.poetryfoundation.org/uploads/media/default/0001/06/19ee9ad43e6ac607b457be07a6b5d3532853995b.mp3,7,5,6,9,2,2,6,4,6,2,4,3,4,7,8,6,4,6,,,,
The Tyger,William Blake,https://media.poetryfoundation.org/uploads/media/default/0001/06/19ee9ad43e6ac607b457be07a6b5d3532853995b.mp3,2,1,0,0,0,0,0,0,0,0,3,1,1,2,0,0,0,0,,,,
The Tyger,William Blake,https://media.poetryfoundation.org/uploads/media/default/0001/06/19ee9ad43e6ac607b457be07a6b5d3532853995b.mp3,4,0,0,3,0,0,0,6,0,0,10,5,7,7,0,5,0,0,,,,
Poem about People,Robert Pinsky,https://media.poetryfoundation.org/uploads/media/default/0001/06/4f22304007c47c6bcd0446f0bdcfbc4ed9bf681f.mp3,2,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,2,0,,,,
Poem about People,Robert Pinsky,https://media.poetryfoundation.org/uploads/media/default/0001/06/4f22304007c47c6bcd0446f0bdcfbc4ed9bf681f.mp3,2,2,2,6,6,6,4,2,4,2,6,6,2,4,6,6,8,8,,,,
Poem about People,Robert Pinsky,https://media.poetryfoundation.org/uploads/media/default/0001/06/4f22304007c47c6bcd0446f0bdcfbc4ed9bf681f.mp3,9,6,0,8,0,0,0,0,0,0,8,5,7,8,0,7,0,0,,,,
Poem about People,Robert Pinsky,https://media.poetryfoundation.org/uploads/media/default/0001/06/4f22304007c47c6bcd0446f0bdcfbc4ed9bf681f.mp3,5,2,0,0,0,3,4,0,0,6,5,3,2,0,0,0,0,0,,,,
Poem about People,Robert Pinsky,https://media.poetryfoundation.org/uploads/media/default/0001/06/4f22304007c47c6bcd0446f0bdcfbc4ed9bf681f.mp3,2,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,5,0,,,,
The Fisherman,William Butler Yeats,https://media.poetryfoundation.org/uploads/media/default/0001/07/f3ee942c63feb3cf91c2985d8c3ae0f0f8cf09b2.mp3,3,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,
The Fisherman,William Butler Yeats,https://media.poetryfoundation.org/uploads/media/default/0001/07/f3ee942c63feb3cf91c2985d8c3ae0f0f8cf09b2.mp3,6,3,8,10,5,7,4,4,5,8,5,1,3,1,7,2,6,5,,,,
The Fisherman,William Butler Yeats,https://media.poetryfoundation.org/uploads/media/default/0001/07/f3ee942c63feb3cf91c2985d8c3ae0f0f8cf09b2.mp3,4,6,4,4,5,7,6,6,4,5,8,5,5,6,7,3,4,5,,,,
The Fisherman,William Butler Yeats,https://media.poetryfoundation.org/uploads/media/default/0001/07/f3ee942c63feb3cf91c2985d8c3ae0f0f8cf09b2.mp3,4,4,0,3,0,1,0,0,0,0,6,3,3,3,0,1,1,0,,,,
The Fisherman,William Butler Yeats,https://media.poetryfoundation.org/uploads/media/default/0001/07/f3ee942c63feb3cf91c2985d8c3ae0f0f8cf09b2.mp3,3,1,0,0,0,0,0,2,0,0,6,3,6,6,0,8,2,0,,,,
Edward Hopper Study: Hotel Room,Victoria Chang,https://media.poetryfoundation.org/uploads/media/default/0001/06/8ba100f886d88fef81389cebb120e0c23da5de48.mp3,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,,,,
Edward Hopper Study: Hotel Room,Victoria Chang,https://media.poetryfoundation.org/uploads/media/default/0001/06/8ba100f886d88fef81389cebb120e0c23da5de48.mp3,5,10,0,0,0,0,0,0,0,0,7,3,6,1,0,7,0,0,,,,
Edward Hopper Study: Hotel Room,Victoria Chang,https://media.poetryfoundation.org/uploads/media/default/0001/06/8ba100f886d88fef81389cebb120e0c23da5de48.mp3,5,10,0,5,0,0,0,0,0,0,10,4,8,4,1,1,1,0,,,,
Edward Hopper Study: Hotel Room,Victoria Chang,https://media.poetryfoundation.org/uploads/media/default/0001/06/8ba100f886d88fef81389cebb120e0c23da5de48.mp3,10,3,0,10,0,0,0,0,0,0,10,10,10,9,0,10,0,0,,,,
Edward Hopper Study: Hotel Room,Victoria Chang,https://media.poetryfoundation.org/uploads/media/default/0001/06/8ba100f886d88fef81389cebb120e0c23da5de48.mp3,4,1,4,3,3,3,1,1,3,3,3,3,3,1,1,2,4,2,,,,
To the Western World,Louis Simpson,https://media.poetryfoundation.org/uploads/media/default/0001/07/b4cb739fe75ea8adb17efb9c252af61e314f4d74.mp3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
To the Western World,Louis Simpson,https://media.poetryfoundation.org/uploads/media/default/0001/07/b4cb739fe75ea8adb17efb9c252af61e314f4d74.mp3,3,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,2,0,,,,
To the Western World,Louis Simpson,https://media.poetryfoundation.org/uploads/media/default/0001/07/b4cb739fe75ea8adb17efb9c252af61e314f4d74.mp3,10,6,2,9,2,2,3,3,2,2,6,5,7,5,1,9,9,1,,,,
To the Western World,Louis Simpson,https://media.poetryfoundation.org/uploads/media/default/0001/07/b4cb739fe75ea8adb17efb9c252af61e314f4d74.mp3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,
To the Western World,Louis Simpson,https://media.poetryfoundation.org/uploads/media/default/0001/07/b4cb739fe75ea8adb17efb9c252af61e314f4d74.mp3,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,5,0,,,,
Doctor Frolic,Robert Pinsky,https://media.poetryfoundation.org/uploads/media/default/0001/08/45d59a5992fe6a4f6cd24381fbb1fa06dd337278.mp3,7,5,4,5,3,6,1,5,4,3,6,6,7,3,2,3,7,5,,,,
Doctor Frolic,Robert Pinsky,https://media.poetryfoundation.org/uploads/media/default/0001/08/45d59a5992fe6a4f6cd24381fbb1fa06dd337278.mp3,3,6,0,6,1,0,0,0,0,0,7,6,4,0,0,4,0,0,,,,
Doctor Frolic,Robert Pinsky,https://media.poetryfoundation.org/uploads/media/default/0001/08/45d59a5992fe6a4f6cd24381fbb1fa06dd337278.mp3,0,0,0,0,0,3,2,0,0,0,2,0,0,0,3,0,2,0,,,,
Doctor Frolic,Robert Pinsky,https://media.poetryfoundation.org/uploads/media/default/0001/08/45d59a5992fe6a4f6cd24381fbb1fa06dd337278.mp3,2,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,,,,
Doctor Frolic,Robert Pinsky,https://media.poetryfoundation.org/uploads/media/default/0001/08/45d59a5992fe6a4f6cd24381fbb1fa06dd337278.mp3,0,0,0,0,2,2,2,0,0,0,1,0,0,0,1,0,0,0,,,,
Meditation on Statistical Method,J. V. Cunningham,https://media.poetryfoundation.org/uploads/media/default/0001/06/47af73d83f603e86023afdfd1d36fb34e9143f26.mp3,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,2,0,,,,
Meditation on Statistical Method,J. V. Cunningham,https://media.poetryfoundation.org/uploads/media/default/0001/06/47af73d83f603e86023afdfd1d36fb34e9143f26.mp3,7,10,7,7,6,8,5,8,9,9,9,10,9,8,9,10,7,5,,,,
Meditation on Statistical Method,J. V. Cunningham,https://media.poetryfoundation.org/uploads/media/default/0001/06/47af73d83f603e86023afdfd1d36fb34e9143f26.mp3,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,,,,
Meditation on Statistical Method,J. V. Cunningham,https://media.poetryfoundation.org/uploads/media/default/0001/06/47af73d83f603e86023afdfd1d36fb34e9143f26.mp3,0,0,5,0,5,4,3,0,0,5,1,0,0,0,3,0,1,0,,,,
Meditation on Statistical Method,J. V. Cunningham,https://media.poetryfoundation.org/uploads/media/default/0001/06/47af73d83f603e86023afdfd1d36fb34e9143f26.mp3,0,0,0,0,2,4,2,0,0,0,0,0,0,0,1,0,1,0,,,,
Nude Descending,Alicia Ostriker,https://media.poetryfoundation.org/uploads/media/default/0001/06/455e4e80e851689aa159ae1c92806b8d4fe79f28.mp3,2,2,0,0,0,1,0,0,0,0,3,1,0,5,3,1,5,0,,,,
Nude Descending,Alicia Ostriker,https://media.poetryfoundation.org/uploads/media/default/0001/06/455e4e80e851689aa159ae1c92806b8d4fe79f28.mp3,8,8,0,1,0,0,0,0,0,0,10,6,10,5,0,6,0,0,,,,
Nude Descending,Alicia Ostriker,https://media.poetryfoundation.org/uploads/media/default/0001/06/455e4e80e851689aa159ae1c92806b8d4fe79f28.mp3,0,0,6,0,0,7,5,0,0,0,3,0,0,0,0,0,4,0,,,,
Nude Descending,Alicia Ostriker,https://media.poetryfoundation.org/uploads/media/default/0001/06/455e4e80e851689aa159ae1c92806b8d4fe79f28.mp3,8,8,0,8,0,0,0,1,2,0,8,4,3,3,1,3,2,0,,,,
Nude Descending,Alicia Ostriker,https://media.poetryfoundation.org/uploads/media/default/0001/06/455e4e80e851689aa159ae1c92806b8d4fe79f28.mp3,6,8,6,2,2,6,6,8,6,4,6,2,4,6,8,2,6,4,,,,
After the Air Tattoo,Fiona Sampson,https://media.poetryfoundation.org/uploads/media/default/0001/07/11a263a5ba5df02172af77fe0feca51e3fe9d67f.mp3,2,3,0,0,0,1,0,0,0,0,5,2,2,0,1,0,1,0,,,,
After the Air Tattoo,Fiona Sampson,https://media.poetryfoundation.org/uploads/media/default/0001/07/11a263a5ba5df02172af77fe0feca51e3fe9d67f.mp3,2,4,2,6,5,7,3,4,6,4,7,5,4,3,5,4,7,7,,,,
After the Air Tattoo,Fiona Sampson,https://media.poetryfoundation.org/uploads/media/default/0001/07/11a263a5ba5df02172af77fe0feca51e3fe9d67f.mp3,8,4,0,7,0,0,0,0,0,0,10,6,7,8,0,7,0,0,,,,
After the Air Tattoo,Fiona Sampson,https://media.poetryfoundation.org/uploads/media/default/0001/07/11a263a5ba5df02172af77fe0feca51e3fe9d67f.mp3,8,1,0,10,0,0,0,0,0,0,8,3,2,3,0,0,0,0,,,,
After the Air Tattoo,Fiona Sampson,https://media.poetryfoundation.org/uploads/media/default/0001/07/11a263a5ba5df02172af77fe0feca51e3fe9d67f.mp3,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,,,,
Nomad Exquisite,Wallace Stevens,https://media.poetryfoundation.org/uploads/media/default/0001/06/0f0702878bdc373302bb75a44d39d09eea4db475.mp3,0,0,2,0,0,7,1,0,0,1,0,0,0,0,4,0,0,0,,,,
Nomad Exquisite,Wallace Stevens,https://media.poetryfoundation.org/uploads/media/default/0001/06/0f0702878bdc373302bb75a44d39d09eea4db475.mp3,7,6,7,4,6,4,7,6,5,5,8,6,5,7,4,7,3,2,,,,
Nomad Exquisite,Wallace Stevens,https://media.poetryfoundation.org/uploads/media/default/0001/06/0f0702878bdc373302bb75a44d39d09eea4db475.mp3,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,,,,
Nomad Exquisite,Wallace Stevens,https://media.poetryfoundation.org/uploads/media/default/0001/06/0f0702878bdc373302bb75a44d39d09eea4db475.mp3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,,,,
Nomad Exquisite,Wallace Stevens,https://media.poetryfoundation.org/uploads/media/default/0001/06/0f0702878bdc373302bb75a44d39d09eea4db475.mp3,7,5,0,6,0,0,0,1,0,0,8,8,8,5,0,2,2,0,,,,
"Birdsong, face it, some male machine",Marianne Boruch,https://media.poetryfoundation.org/uploads/media/default/0001/06/2573905c822c8d9fbb19a94b2e03a4e7f09881f7.mp3,7,4,0,0,0,0,0,0,0,0,10,7,3,4,0,0,0,0,,,,
"Birdsong, face it, some male machine",Marianne Boruch,https://media.poetryfoundation.org/uploads/media/default/0001/06/2573905c822c8d9fbb19a94b2e03a4e7f09881f7.mp3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,,,,
"Birdsong, face it, some male machine",Marianne Boruch,https://media.poetryfoundation.org/uploads/media/default/0001/06/2573905c822c8d9fbb19a94b2e03a4e7f09881f7.mp3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,,,,
"Birdsong, face it, some male machine",Marianne Boruch,https://media.poetryfoundation.org/uploads/media/default/0001/06/2573905c822c8d9fbb19a94b2e03a4e7f09881f7.mp3,6,2,6,7,6,4,4,2,4,7,4,6,7,4,3,5,7,5,,,,
"Birdsong, face it, some male machine",Marianne Boruch,https://media.poetryfoundation.org/uploads/media/default/0001/06/2573905c822c8d9fbb19a94b2e03a4e7f09881f7.mp3,1,0,0,1,0,5,0,0,2,0,3,0,0,0,6,0,0,0,,,,
Stone Canyon Nocturne,Charles Wright,https://media.poetryfoundation.org/uploads/media/default/0001/06/e34c5f35754ba45a22831173c44fe6fcb0fa8b43.mp3,0,0,0,6,0,6,3,7,2,0,4,0,0,0,0,5,3,0,,,,
Stone Canyon Nocturne,Charles Wright,https://media.poetryfoundation.org/uploads/media/default/0001/06/e34c5f35754ba45a22831173c44fe6fcb0fa8b43.mp3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,,,,
Stone Canyon Nocturne,Charles Wright,https://media.poetryfoundation.org/uploads/media/default/0001/06/e34c5f35754ba45a22831173c44fe6fcb0fa8b43.mp3,9,5,1,7,1,5,1,4,4,1,6,3,9,1,6,5,6,5,,,,
Stone Canyon Nocturne,Charles Wright,https://media.poetryfoundation.org/uploads/media/default/0001/06/e34c5f35754ba45a22831173c44fe6fcb0fa8b43.mp3,0,0,0,0,0,4,1,0,0,0,4,0,0,0,0,0,1,0,,,,
Stone Canyon Nocturne,Charles Wright,https://media.poetryfoundation.org/uploads/media/default/0001/06/e34c5f35754ba45a22831173c44fe6fcb0fa8b43.mp3,5,7,5,3,6,5,6,7,4,5,5,6,5,6,4,4,4,7,,,,
"Composed upon Westminster Bridge, September 3, 1802",William Wordsworth,https://media.poetryfoundation.org/uploads/media/default/0001/08/8eac86d0176c3d9bd4604d5e3a2c870420f714ef.mp3,6,0,0,5,0,0,0,0,0,0,10,10,4,10,0,8,0,0,,,,
"Composed upon Westminster Bridge, September 3, 1802",William Wordsworth,https://media.poetryfoundation.org/uploads/media/default/0001/08/8eac86d0176c3d9bd4604d5e3a2c870420f714ef.mp3,7,9,9,5,9,6,10,9,9,6,9,7,7,9,7,7,6,6,,,,
"Composed upon Westminster Bridge, September 3, 1802",William Wordsworth,https://media.poetryfoundation.org/uploads/media/default/0001/08/8eac86d0176c3d9bd4604d5e3a2c870420f714ef.mp3,9,9,0,5,0,0,0,0,0,0,10,8,7,10,1,0,1,0,,,,
"Composed upon Westminster Bridge, September 3, 1802",William Wordsworth,https://media.poetryfoundation.org/uploads/media/default/0001/08/8eac86d0176c3d9bd4604d5e3a2c870420f714ef.mp3,6,6,2,3,1,2,1,2,1,1,7,7,6,3,1,3,1,1,,,,
"Composed upon Westminster Bridge, September 3, 1802",William Wordsworth,https://media.poetryfoundation.org/uploads/media/default/0001/08/8eac86d0176c3d9bd4604d5e3a2c870420f714ef.mp3,6,0,0,0,0,0,0,0,0,0,7,6,4,2,0,0,0,0,,,,
Rapture,Galway Kinnell,https://media.poetryfoundation.org/uploads/media/default/0001/06/20f0e27b1838cf0040e70180f7ae95289519bf59.mp3,1,5,0,3,0,0,0,0,0,0,5,0,2,0,0,3,0,0,,,,
Rapture,Galway Kinnell,https://media.poetryfoundation.org/uploads/media/default/0001/06/20f0e27b1838cf0040e70180f7ae95289519bf59.mp3,1,3,1,5,6,5,3,6,6,4,7,1,1,5,7,8,9,7,,,,
Rapture,Galway Kinnell,https://media.poetryfoundation.org/uploads/media/default/0001/06/20f0e27b1838cf0040e70180f7ae95289519bf59.mp3,10,3,0,10,0,0,0,0,0,0,8,8,9,6,0,10,0,0,,,,
Rapture,Galway Kinnell,https://media.poetryfoundation.org/uploads/media/default/0001/06/20f0e27b1838cf0040e70180f7ae95289519bf59.mp3,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,,,,
Rapture,Galway Kinnell,https://media.poetryfoundation.org/uploads/media/default/0001/06/20f0e27b1838cf0040e70180f7ae95289519bf59.mp3,7,5,4,7,4,4,5,3,5,2,4,3,4,7,7,8,6,7,,,,
The Mysterious Arrival of an Unusual Letter,Mark Strand,https://media.poetryfoundation.org/uploads/media/default/0001/07/e3947763e3bfe134f2a85893e3f2c14138daec89.mp3,7,6,0,8,0,0,0,0,0,0,10,1,1,5,2,2,5,0,,,,
The Mysterious Arrival of an Unusual Letter,Mark Strand,https://media.poetryfoundation.org/uploads/media/default/0001/07/e3947763e3bfe134f2a85893e3f2c14138daec89.mp3,4,0,0,1,0,4,0,0,0,0,7,0,1,0,0,0,0,0,,,,
The Mysterious Arrival of an Unusual Letter,Mark Strand,https://media.poetryfoundation.org/uploads/media/default/0001/07/e3947763e3bfe134f2a85893e3f2c14138daec89.mp3,1,2,1,3,4,4,3,2,1,3,8,4,3,3,3,2,1,3,,,,
The Mysterious Arrival of an Unusual Letter,Mark Strand,https://media.poetryfoundation.org/uploads/media/default/0001/07/e3947763e3bfe134f2a85893e3f2c14138daec89.mp3,10,1,0,10,6,7,0,0,0,0,7,6,6,5,10,3,10,0,,,,
The Mysterious Arrival of an Unusual Letter,Mark Strand,https://media.poetryfoundation.org/uploads/media/default/0001/07/e3947763e3bfe134f2a85893e3f2c14138daec89.mp3,1,1,1,6,1,1,1,1,1,1,8,1,1,1,1,1,6,1,,,,
Remember,Christina Rossetti,https://media.poetryfoundation.org/uploads/media/default/0001/08/e31c3311416f9cc428bdce4a085781d9092a36c4.mp3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
Remember,Christina Rossetti,https://media.poetryfoundation.org/uploads/media/default/0001/08/e31c3311416f9cc428bdce4a085781d9092a36c4.mp3,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,4,0,,,,
Remember,Christina Rossetti,https://media.poetryfoundation.org/uploads/media/default/0001/08/e31c3311416f9cc428bdce4a085781d9092a36c4.mp3,2,3,2,1,3,2,4,3,3,1,2,3,1,4,3,3,1,4,,,,
Remember,Christina Rossetti,https://media.poetryfoundation.org/uploads/media/default/0001/08/e31c3311416f9cc428bdce4a085781d9092a36c4.mp3,10,5,0,10,0,2,0,0,7,0,8,2,4,6,8,4,10,2,,,,
Remember,Christina Rossetti,https://media.poetryfoundation.org/uploads/media/default/0001/08/e31c3311416f9cc428bdce4a085781d9092a36c4.mp3,7,0,0,2,5,4,0,3,0,0,10,6,4,10,6,6,8,0,,,,
Here,Samuel Menashe,https://media.poetryfoundation.org/uploads/media/default/0001/07/b7d2b79421a4e94113c3077de806996f863b4fa8.mp3,7,7,7,3,5,6,6,7,4,7,6,5,7,6,2,4,5,4,,,,
Here,Samuel Menashe,https://media.poetryfoundation.org/uploads/media/default/0001/07/b7d2b79421a4e94113c3077de806996f863b4fa8.mp3,3,5,1,3,1,2,1,7,3,1,6,5,5,6,3,5,5,1,,,,
Here,Samuel Menashe,https://media.poetryfoundation.org/uploads/media/default/0001/07/b7d2b79421a4e94113c3077de806996f863b4fa8.mp3,6,5,0,4,0,0,0,1,0,0,7,6,9,8,2,0,5,0,,,,
Here,Samuel Menashe,https://media.poetryfoundation.org/uploads/media/default/0001/07/b7d2b79421a4e94113c3077de806996f863b4fa8.mp3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,,,,
Here,Samuel Menashe,https://media.poetryfoundation.org/uploads/media/default/0001/07/b7d2b79421a4e94113c3077de806996f863b4fa8.mp3,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,,,,
Advice to a Prophet,Richard Wilbur,https://media.poetryfoundation.org/uploads/media/default/0001/05/eb3f9e26544be04ddc430e3c1551582e08d395e0.mp3,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,,,,
Advice to a Prophet,Richard Wilbur,https://media.poetryfoundation.org/uploads/media/default/0001/05/eb3f9e26544be04ddc430e3c1551582e08d395e0.mp3,3,2,1,7,0,0,0,0,0,0,1,7,7,2,1,1,1,0,,,,
Advice to a Prophet,Richard Wilbur,https://media.poetryfoundation.org/uploads/media/default/0001/05/eb3f9e26544be04ddc430e3c1551582e08d395e0.mp3,7,5,4,7,4,4,5,3,5,2,4,3,4,7,7,8,6,7,,,,
Advice to a Prophet,Richard Wilbur,https://media.poetryfoundation.org/uploads/media/default/0001/05/eb3f9e26544be04ddc430e3c1551582e08d395e0.mp3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,
Advice to a Prophet,Richard Wilbur,https://media.poetryfoundation.org/uploads/media/default/0001/05/eb3f9e26544be04ddc430e3c1551582e08d395e0.mp3,0,0,0,4,0,0,0,5,7,0,3,0,0,1,8,0,5,0,,,,
Ulysses," Alfred, Lord Tennyson",https://media.poetryfoundation.org/uploads/media/default/0001/08/4144f13a546a34009603d2f7cd4063f027844e08.mp3,0,0,0,0,0,5,1,0,1,3,2,0,0,0,3,0,1,0,,,,
Ulysses," Alfred, Lord Tennyson",https://media.poetryfoundation.org/uploads/media/default/0001/08/4144f13a546a34009603d2f7cd4063f027844e08.mp3,9,8,0,5,0,0,0,0,0,0,10,8,10,10,0,5,3,0,,,,
Ulysses," Alfred, Lord Tennyson",https://media.poetryfoundation.org/uploads/media/default/0001/08/4144f13a546a34009603d2f7cd4063f027844e08.mp3,6,8,3,7,10,7,10,8,6,4,7,10,6,10,9,9,3,8,,,,
